Студент: Дмитрий         | Зачетка: 49498 | Балл: 29
Студент: Иван            | Зачетка: 86640 | Балл: 87
Студент: Анна            | Зачетка: 71331 | Балл: 14
Студент: Иван            | Зачетка: 85594 | Балл: 64
Студент: Дмитрий         | Зачетка: 35601 | Балл: 66
Студент: Алексей         | Зачетка: 78813 | Балл: 29
Студент: Алексей         | Зачетка: 44308 | Балл: 39
Студент: Мария           | Зачетка: 25452 | Балл: 7
Студент: Алексей         | Зачетка: 32166 | Балл: 2
Студент: Мария           | Зачетка: 58384 | Балл: 30
Студент: Дмитрий         | Зачетка: 83173 | Балл: 39
Студент: Анна            | Зачетка: 75994 | Балл: 50
Студент: Анна            | Зачетка: 64147 | Балл: 79
Студент: Мария           | Зачетка: 89597 | Балл: 33
Студент: Иван            | Зачетка: 43948 | Балл: 87
Студент: Алексей         | Зачетка: 14976 | Балл: 38
Студент: Иван            | Зачетка: 11523 | Балл: 47
Студент: Алексей         | Зачетка: 30341 | Балл: 24
Студент: Елена           | Зачетка: 56092 | Балл: 5
Студент: Алексей         | Зачетка: 33004 | Балл: 85
Студент: Елена           | Зачетка: 57336 | Балл: 0
Студент: Елена           | Зачетка: 39690 | Балл: 65
Студент: Анна            | Зачетка: 43894 | Балл: 17
Студент: Дмитрий         | Зачетка: 21179 | Балл: 91
Студент: Иван            | Зачетка: 39800 | Балл: 6
Студент: Иван            | Зачетка: 33670 | Балл: 65
Студент: Иван            | Зачетка: 89289 | Балл: 81
Студент: Елена           | Зачетка: 27034 | Балл: 90
Студент: Анна            | Зачетка: 42208 | Балл: 1
Студент: Анна            | Зачетка: 53905 | Балл: 69
Студент: Дмитрий         | Зачетка: 66189 | Балл: 77
Студент: Алексей         | Зачетка: 12292 | Балл: 22
Студент: Дмитрий         | Зачетка: 35449 | Балл: 97
Студент: Дмитрий         | Зачетка: 34678 | Балл: 80
Студент: Алексей         | Зачетка: 89826 | Балл: 43
Студент: Иван            | Зачетка: 25068 | Балл: 47
Студент: Алексей         | Зачетка: 21678 | Балл: 60
Студент: Алексей         | Зачетка: 42536 | Балл: 26
Студент: Мария           | Зачетка: 11710 | Балл: 96
Студент: Елена           | Зачетка: 56303 | Балл: 44
Студент: Елена           | Зачетка: 85799 | Балл: 28
Студент: Алексей         | Зачетка: 66446 | Балл: 27
Студент: Елена           | Зачетка: 80492 | Балл: 99
Студент: Елена           | Зачетка: 71632 | Балл: 0
Студент: Иван            | Зачетка: 26215 | Балл: 67
Студент: Елена           | Зачетка: 66976 | Балл: 82
Студент: Елена           | Зачетка: 67064 | Балл: 59
Студент: Дмитрий         | Зачетка: 58456 | Балл: 47
Студент: Елена           | Зачетка: 72681 | Балл: 89
Студент: Иван            | Зачетка: 32293 | Балл: 60
Студент: Анна            | Зачетка: 68175 | Балл: 8
Студент: Иван            | Зачетка: 84560 | Балл: 7
Студент: Дмитрий         | Зачетка: 59585 | Балл: 99
Студент: Алексей         | Зачетка: 62003 | Балл: 34
Студент: Дмитрий         | Зачетка: 11197 | Балл: 24
Студент: Иван            | Зачетка: 36934 | Балл: 64
Студент: Мария           | Зачетка: 85510 | Балл: 88
Студент: Дмитрий         | Зачетка: 49243 | Балл: 55
Студент: Дмитрий         | Зачетка: 87430 | Балл: 40
Студент: Дмитрий         | Зачетка: 88114 | Балл: 57
Студент: Елена           | Зачетка: 38134 | Балл: 99
Студент: Анна            | Зачетка: 70902 | Балл: 71
Студент: Анна            | Зачетка: 64223 | Балл: 39
Студент: Анна            | Зачетка: 29355 | Балл: 90
Студент: Мария           | Зачетка: 93673 | Балл: 92
Студент: Иван            | Зачетка: 14088 | Балл: 78
Студент: Елена           | Зачетка: 66686 | Балл: 64
Студент: Елена           | Зачетка: 99122 | Балл: 58
Студент: Елена           | Зачетка: 63103 | Балл: 31
Студент: Иван            | Зачетка: 89511 | Балл: 31
Студент: Мария           | Зачетка: 51028 | Балл: 3
Студент: Мария           | Зачетка: 48705 | Балл: 89
Студент: Анна            | Зачетка: 25965 | Балл: 48
Студент: Алексей         | Зачетка: 64416 | Балл: 70
Студент: Анна            | Зачетка: 69299 | Балл: 92
Студент: Мария           | Зачетка: 14824 | Балл: 81
Студент: Иван            | Зачетка: 90105 | Балл: 43
Студент: Мария           | Зачетка: 57183 | Балл: 72
Студент: Иван            | Зачетка: 35426 | Балл: 36
Студент: Мария           | Зачетка: 15501 | Балл: 35
Студент: Елена           | Зачетка: 46847 | Балл: 45
Студент: Алексей         | Зачетка: 25633 | Балл: 37
Студент: Анна            | Зачетка: 65638 | Балл: 69
Студент: Алексей         | Зачетка: 10583 | Балл: 80
Студент: Мария           | Зачетка: 89940 | Балл: 95
Студент: Алексей         | Зачетка: 15103 | Балл: 77
Студент: Дмитрий         | Зачетка: 52756 | Балл: 82
